,0,0
133,Y0.4Pr0.6Ba1Sr1Cu3O7,23
1962,Y1Ba2Cu2.94Ni0.06O6.47,23
2050,La1.885Ca0.115Cu1O4,23
2133,Ca1.825Na0.175Cu1Br1Cl1O2,23
2470,Y1Ba2Cu2.9Zn0.1O6.93,23
2664,Nd1Ba2Cu2.85Ga0.15O6.62,23
2669,Sr2Y1Ru0.8Cu0.2O6,23
3523,Y1Ba2Cu2.94Zn0.06O6.7,23
4387,Sr2Cu1C0.93B0.07O5,23
4551,Y1Ba2Cu2.91Zn0.09O6.75,23
4901,La1.89Ca0.11Cu1O4,23
5694,Y1Ba2Cu2.95Zn0.05O6.52,23
2697,Ba1Fe1.884Co0.116As2,22.93333333
755,Nd1.86Ce0.14Cu1O4,22.9
2012,Gd1Ba1.7Pr0.3Cu3O7.06,22.9
2617,La1.85Sr0.15Cu0.9875Co0.0125O4,22.9
4195,Ba1Fe1.84Co0.16As2,22.9
2413,La1.8Sr0.2Cu0.995Zn0.005O4,22.8
3004,Tb1Fe1As1O0.9,22.8
3318,Ba1Fe1.852Co0.148As2,22.78
1973,La0.8Y0.2Fe0.992Mn0.008As1F0.11O0.89,22.7
2469,Sm1.86Ce0.14Cu1O4,22.7
5096,Ba0.86La0.14Fe2As2,22.7
2404,Nd1Fe1As0.4P0.6F0.1O0.9,22.6
4170,La1.934Ba0.066Cu1O4,22.6
5596,Bi2Sr1.3La0.7Cu1O6.422,22.6
656,Ba1Fe1.125Ru0.875As2,22.5
1791,Nd1.847Ce0.153Cu1O4,22.5
1798,Y1Ba2Cu3.7Zn0.3O8,22.5
3017,Y1Ba2Cu2.94Zn0.06O6.68,22.5
3611,La1.85Sr0.15Cu0.982Ni0.018O4,22.5
4077,Nd1.85Th0.15Cu1O4,22.5
3755,La1.885Sr0.115Cu0.9975Zn0.0025O4,22.46
2744,La1.83Sr0.17Cu0.98Ni0.02O4,22.45
1090,Ba1Fe1.86Co0.14As2,22.4
2592,Ba0.88La0.12Fe2As2,22.4
5589,La1Fe1As0.75P0.25F0.05O0.95,22.38
1994,La1.85Sr0.15Cu0.9875Zn0.0125O4,22.3
2378,Sm1.857Ce0.143Cu1O4,22.3
262,Ba0.5K0.5Fe1.9Cu0.1As2,22.29
2993,La1.914Sr0.086Cu1O4,22.25
5090,Ba1Fe1.848Rh0.152As2,22.2
5326,Ca1Fe0.92Rh0.08As1F1,22.2
712,Nd1.85Ce0.15Cu1O3.95,22.1
1852,Nd1Fe0.8Ru0.2As1F0.11O0.89,22.1
1701,La0.87Sr0.13Fe1As1O1,22.06666667
263,Ba0.511K0.489Fe1.772Co0.228As2,22
521,La1.945Rb0.055Cu1O4,22
992,Y0.57Pr0.43Ba2Cu3O7,22
1345,Pr0.65Sr0.35Fe1As0.8Sb0.2O1,22
1723,Ba1Fe1.75Co0.25As2,22
1861,Y1Ba2Cu2.64Co0.36O7.03,22
2092,La1.82Sr0.18Cu1O3.967,22
2242,Ca1La1Ba1Cu2.76Fe0.24O7,22
2964,Y1Ba2Cu2.79Co0.21O7,22
3866,Y1Ba2Cu2.7Co0.3O6.88,22
4183,Sr0.2La1.8Cu0.99Cr0.01O4,22
4878,Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6,22
5099,Pr0.6Sr0.4Fe1As0.9Sb0.1O1,22
5101,Ru0.9Ir0.1Sr2Gd1Cu2O8,22
5687,Ca0.67Sr0.33Fe2As2,22
2016,La1.85Sr0.15Cu0.988Zn0.012O4,21.95
278,Sr1Fe1.75Rh0.25As2,21.9
2790,Ca0.4Nd0.6Ba1La1Cu3O7.19,21.9
4540,Pr0.65Sr0.35Fe1As0.85Sb0.15O1,21.9
4911,Y0.5Pr0.5Ba2Cu3O6.98,21.9
1221,Pr0.65Sr0.35Fe1As0.9Sb0.1O1,21.87
4530,La1.87Ce0.13Cu1O4,21.83333333
1260,Sm1.85Ce0.15Cu1O3.97,21.8
2332,Bi2Sr1.6Pr0.4Cu1O6.313,21.8
4571,La1.884Ba0.116Cu1O4,21.8
874,Ce1Fe1As0.85P0.15F0.05O0.95,21.75
1350,Sm1Fe0.9Ru0.1As1F0.15O0.85,21.7
2303,Sr0.67K0.33Fe2As2,21.7
5043,Ba1Fe1.844Co0.156As2,21.7
2881,Nd0.85Pr0.15Ba2Cu3O6.75,21.6
3094,La1.782Ba0.218Cu1O4,21.6
4545,Nd1.85Ce0.15Cu1O3.971,21.6
5111,La1Fe1As1F0.075O0.925,21.6
162,Pr1.91Ce0.09Cu1O4,21.5
692,Eu1Fe1.5Ru0.5As2,21.5
2603,La1.775Sr0.225Cu1O4,21.5
4498,Y0.65Pr0.35Ba2Cu3O6.6,21.5
678,Nd1.86Ce0.14Cu1O3.96,21.3
4643,Ba1Fe0.875Ru1.125As2,21.3
5662,Nd1Fe0.7Ru0.3As1F0.11O0.89,21.3
3039,La1Fe1As0.4P0.6F0.1O0.9,21.27
1018,Nd1.85Ce0.15Cu1O4,21.2325
4523,La1Fe1As0.5P0.5F0.05O0.95,21.2
4714,Ca1Fe1.922Co0.078As2,21.2
5269,La1.865Ce0.135Cu1O4,21.2
5488,La1.77Sr0.23Cu1O4,21.15
2355,Na1Fe0.97Co0.03As1,21.13333333
2253,Nd1.85Ce0.15Cu1O4.028,21.1
4018,Ba1Fe1.75Pt0.25As2,21.1
5322,Nd1.85Ce0.15Cu1O4.026,21.1
743,Ba1Fe1.824Co0.176As2,21.05
2183,Na1Fe0.975Co0.025As1,21.05
5404,La1.87Sr0.13Cu0.9925Zn0.0075O4,21.02
46,Sm0.8Pr0.2Ba2Cu3O6.65,21
96,La1.775Sr0.225Cu0.995Ni0.005O4,21
499,La1.78Sr0.22Cu0.92Ni0.08O4,21
1292,La1Fe1As1H0.44O0.56,21
1583,Nd1.85Y0.15Cu1O4,21
2491,Sr0.2La1.8Cu0.95Ni0.05O4,21
2543,Bi2Sr1.5La0.5Cu1O6.38,21
3082,Sr2Cu1C0.94B0.06O5,21
3280,Sr0.2La1.8Cu0.95Ti0.05O4,21
3445,Ba1Fe1.25Ru0.75As2,21
4059,Ca0.6Na0.4Fe2As2,21
4468,Mg1B1.92F0.08,21
4742,Dy0.9Ca0.1Ba2Cu2.7Zn0.3O6.72,21
4821,Y1Ba2Cu2.95Zn0.05O6.62,21
5396,La1.92K0.08Cu1O4,21
5626,Gd1Ba2Cu2.64Fe0.36O6.99,21
5642,Ru1Sr2Gd0.82Nd0.18Cu2O8,21
2203,Gd0.6Pr0.4Ba2Cu3O7,20.9
5012,Mg1B1.6Be0.4,20.9
2574,La1Fe1P0.6As0.4F0.1O0.9,20.86
4025,Al0.77Ge0.23Nb3,20.75
2678,Nb3Al0.71Ge0.29,20.7
4455,Ba1Fe1.82Co0.18As2,20.7
1482,Ce1Fe1As0.8P0.2F0.05O0.95,20.6
1470,Y1Ba2Cu2.9Ni0.1O6.61,20.5
3612,La1.9Ca0.1Cu1O4,20.5
3686,Ba1Fe1.892Co0.108As2,20.5
4049,Sr0.6La0.4Fe2As2,20.5
4232,Y1Ba2Cu2.9Fe0.1O6.64,20.5
217,Nb3Al0.76Ge0.24,20.4
1706,Nb3Al0.66Ge0.34,20.4
3873,Ca1Fe1.92Co0.08As2,20.4
4721,Al0.8Ge0.2Nb3,20.375
3944,La1.91Ce0.09Cu1O4,20.35
3272,La1.92Sr0.08Cu1O3.994,20.3
3389,Ga0.4Nb0.6,20.3
5613,La1Fe1As1H0.42O0.58,20.3
97,Bi1.7Pb0.3Sr1.6La0.4Cu1O6.141,20.2
857,La1.8Pr0.2Cu1O4.0631,20.2
4238,Al0.75Ge0.25Nb3,20.2
4967,Ga0.32Nb0.68,20.2
5056,Ga0.245Nb0.755,20.2
4713,La1.85Sr0.15Cu0.985Zn0.015O4,20.175
4226,Ba1Fe1.9Ni0.1As2,20.15
4386,Na1Fe0.972Co0.028As1,20.1
40,Ba1Fe1.8Co0.2As2,20.05
3592,Ba1Fe1.48Ru0.52As2,20.05
3911,Ba1Fe1.904Ni0.096As2,20.05
94,Y1Ba2Cu2.919Zn0.081O6.75,20
351,Nb3Al0.93Ge0.07,20
435,Pr1.85Ce0.15Cu1O3.97,20
523,Y1Ba2Cu2.79Zn0.21O6.95,20
532,Y1Ba2Cu2.82Al0.18O7,20
695,Ba0.9Yb0.1Fe2As2,20
1070,La1.9Ca0.1Cu1O3.967,20
1160,Bi2Sr1.6La0.4Cu1O6.35,20
1164,La1.79Sr0.21Cu0.995Zn0.005O4,20
1344,La1.935K0.065Cu1O4,20
1843,Lu0.5Pr0.5Ba1.7Sr0.3Cu3O6.92,20
2084,Nd1.85Ce0.15Cu1O3.97,20
2613,Bi2Sr1.34La0.66Cu1O6,20
2793,La1.79Sr0.21Cu0.99Zn0.01O4,20
3180,Y1Ba2Cu2.931Zn0.069O6.6,20
3334,La1.805Sr0.195Cu0.99Zn0.01O4,20
3382,Nb3Al0.95Ge0.05,20
3392,La1.85Sr0.15Cu1O3.993,20
3440,Nb3Al0.94Ge0.06,20
3649,Ca1La1Ba1Cu2.91Zn0.09O7,20
4180,La1.9Sr0.1Cu0.95Li0.05O4,20
4922,La1.91Ca0.09Cu1O4,20
5061,Nd1.5Ba1.5Cu3O7.14,20
5268,Ca1.867Na0.133Cu1Cl2O2,20
5640,Ga0.25Nb0.75,20
5667,Y1Ba2Cu2.91Zn0.09O6.7,20
1389,La1.85Sr0.15Cu0.975Ni0.025O4,19.98
1768,Ba0.5K0.5Fe1.8Co0.2As2,19.95
341,Nb3Al0.92Ge0.08,19.9
622,La1Nd0.9Ce0.1Cu1O3.974,19.9
1950,La1Fe0.85Zn0.15As1F0.1O0.9,19.9
2585,Ga0.251Nb0.749,19.9
5304,Nb3Al0.7Ge0.3,19.9
1907,La1.85Sr0.15Cu0.991Fe0.009O4,19.85
258,La1.774Sr0.226Cu1O4,19.8
261,Nb3Al0.9Be0.1,19.8
446,La1.8Sr0.2Cu0.983Zn0.017O4,19.8
1232,Y0.9Ca0.1Ba2Cu3O6.03,19.8
1418,Nb3Al0.95Be0.05,19.8
2087,Nb3Al0.9B0.1,19.8
3297,Bi1Pb1Sr1.6La0.4Cu1O6.065,19.8
3860,Sr1Fe1.4Ru0.6As2,19.8
3899,Nb3Al0.96Ge0.04,19.8
4803,Nb3Al0.91Ge0.09,19.8
5190,Ca0.5Na0.5Fe2As2,19.8
5346,Nb3Al0.75Ge0.25,19.8
5639,La1Nd0.89Ce0.11Cu1O3.978,19.8
4409,Nd1.85Ce0.15Cu0.999Ni0.001O4,19.75
823,Ba1Fe1.3Ru0.7As2,19.7
1897,La1Fe0.8Ru0.2As1F0.11O0.89,19.7
2594,Ca1.84Na0.16Cu1Cl2O2,19.7
3531,Ba0.3K0.7Fe2As2,19.7
4447,Sm1.85Ce0.15Cu1O3.98,19.7
5431,Nb3Al0.6Ge0.4,19.7
4388,La1.9Sr0.1Cu0.995Zn0.005O4,19.645
437,Nb3Al0.83Ge0.17,19.6
1448,Al0.95Be0.05Nb3,19.6
2556,La1.75Sr0.25Cu1O3.921,19.6
3349,Ba1Fe1.83Co0.17As2,19.6
3626,Nb3Al0.97Ge0.03,19.6
4976,Pr1.85Ce0.15Cu1O3.98,19.53333333
1304,La1.8Ca0.2Cu1O3.917,19.5
1797,La1Fe1As1H0.41O0.59,19.5
2622,La1.762Sr0.238Cu1O4,19.5
4568,Ba1Fe1.9Co0.1As2,19.5
5532,Nd1.85Ce0.15Cu0.998Fe0.002O4,19.5
134,Mg1B1.4C0.6,19.45
1750,La1.85Sr0.15Cu0.983Zn0.017O4,19.4
2564,Na1Fe0.979Co0.021As1,19.4
1187,Pr1.86Ce0.14Cu1O4,19.35
714,Ca0.906Nd0.094Fe2As2,19.3
3195,Na1Fe0.981Co0.019As1,19.3
4370,Ce1Fe1As0.9P0.1F0.05O0.95,19.3
4620,Nd1.85Ce0.15Cu1O4.03,19.3
5353,Nb3Al0.98Ge0.02,19.3
5065,La1.78Sr0.22Cu0.9975Zn0.0025O4,19.25
1091,Nb3Al0.927Ga0.073,19.2
2479,Nb3Al0.95Ga0.05,19.2
2905,Ca1Fe1.898Co0.102As2,19.2
5572,La2Cu0.98Zn0.02O4.099,19.2
5621,Ba0.2Na0.8Fe2As2,19.2
2384,Al0.95B0.05Nb3,19.1
4979,Nb3Al0.907Ga0.093,19.1
1485,La1.8Sr0.2Cu0.98Zn0.02O4,19.06666667
321,La1Fe1As0.6P0.4F0.05O0.95,19.04
1010,Tm1Ba2Cu3O6.41,19
1336,La1.842Ba0.158Cu0.99Ni0.01O4,19
1608,Ba0.788K0.212Fe2As2,19
1730,Ru1Sr2Gd1Cu1.9Li0.1O8,19
2668,Sm1Fe1As0.55P0.45H0.08O0.92,19
2763,Al0.5Ga0.5Nb3,19
2848,Ba1.6Sr0.4Yb0.85Ca0.15Cu3O6.36,19
2965,La1.81Sr0.19Cu0.99Zn0.01O4,19
3074,La1.85Sr0.15Cu0.984Zn0.016O4,19
3179,Ba0.66K0.34Fe1.8Co0.2As2,19
3343,Ca1.85Na0.15Cu1Br1Cl1O2,19
3454,Nb3Al0.991Ge0.009,19
4534,Ca1.8Na0.2Cu1Br1Cl1O2,19
5243,Nb3Al0.967Ga0.033,19
5331,La1.85Ca0.15Cu1O3.942,19
5565,Dy0.5Pr0.5Ba2Cu3O6.85,19
5609,Ca1.75Na0.25Cu1Br1Cl1O2,19
1301,Pr1.85Ce0.15Cu0.995Zn0.005O4.065,18.9
1417,Al0.9Ge0.1Nb3,18.9
2616,Y1Ba2Cu2.94Zn0.06O6.65,18.9
2777,Y1Ba1.72La0.28Cu4O8,18.9
3199,La0.92Sr0.08Fe1As1O1,18.9
4038,Ba1Fe1.914Pd0.086As2,18.9
70,Pr1.85Ce0.15Cu1O4.161,18.85
3598,La1.87Sr0.13Cu0.99Zn0.01O4,18.83
1582,Na1Fe0.98Co0.02As1,18.8
4366,Sm1Fe0.94Ni0.06As1F0.12O0.88,18.8
5003,Nb3Al0.983Ga0.017,18.8
4048,Nb3Al0.5Ga0.5,18.75
5656,Y1Ba2Cu2.94Zn0.06O6.59,18.75
5023,Nb3Al0.67Ga0.33,18.7
5182,Y0.5Pr0.5Ba2Cu3O6.65,18.7
907,La0.95Y0.05Fe0.995Mn0.005As1F0.11O0.89,18.6
1236,Ba1Fe1.898Co0.102As2,18.6
1278,Ba1Fe1.88Ni0.12As2,18.6
2560,Ba1Fe1.908Ni0.092As2,18.6
3693,Nb3Al0.985Si0.015,18.6
4585,Ga0.25Si0.75V3,18.6
5241,La1.85Sr0.15Cu0.988Co0.012O4,18.6
336,Nb3Al0.8Ga0.2,18.54
170,Nb3Al0.9Ga0.1,18.5
620,Nb3Ga0.5Al0.5,18.5
1406,Nb3Al0.956Si0.044,18.5
5562,Nb3Al0.975Si0.025,18.5
3748,Pr1.85Ce0.15Cu0.99Zn0.01O4.065,18.41
785,Nb3Al0.935Si0.065,18.4
1293,Nb3Al0.945Si0.055,18.4
2399,Ba0.1Na0.9Fe2As2,18.4
3154,Nb3Al0.964Si0.036,18.4
4484,Nb3Al0.98Se0.02,18.4
5359,Ca1Fe0.85Rh0.15As1F1,18.4
1502,Sr1Fe1.8Co0.2As2,18.365
247,Nb3Ga0.05Sn0.95,18.3
604,Nb2.85Ta0.15Sn1,18.3
1088,Nb3Sn0.91Ga0.09,18.3
1149,Nb0.71Sn0.29,18.3
2998,Nb3In0.15Sn0.85,18.3
4887,Sm1Fe0.89Ir0.11As1O1,18.3
4987,Yb0.45Pr0.55Ba2Cu3O6.92,18.3
5652,Nb3Al0.9In0.1,18.3
173,Pr1.85Ce0.15Cu0.985Zn0.015O4.065,18.28
1776,Nb3Bi0.15Sn0.85,18.28
4217,La1.925Sr0.075Cu1O4,18.26666667
14,In0.15Nb3Sn0.85,18.26
3062,Nb3Tl0.1Sn0.9,18.25
3670,Bi0.15Nb3Sn0.85,18.23
355,Nb3Al0.05Sn0.95,18.2
1039,Nb3Pb0.15Sn0.85,18.2
1984,Nb3Sn0.85Tl0.15,18.2
3044,Sm1Fe0.9Zn0.1As1F0.2O0.8,18.2
3446,Ga0.5Si0.5V3,18.2
3461,Ba1Fe1.915Ni0.085As2,18.2
3667,Nb3Sn0.9Ga0.1,18.2
3721,La1.822Ba0.178Cu0.99Ni0.01O4,18.2
4513,Nb0.72Sn0.28,18.2
1015,Nb3As0.05Sn0.95,18.19
2218,Ce1Fe1As0.7P0.3F0.05O0.95,18.15
208,Nb3Sn0.9In0.1,18.1
1067,Nb2.85Zr0.15Sn1,18.1
1696,Nb3Al0.8In0.2,18.1
1727,Nb3Sn0.9Al0.1,18.1
2409,Nb3Al0.9Zn0.1,18.1
2461,Nd1.85Ce0.15Cu0.996Zn0.004O4,18.1
2920,Nd1.85Ce0.15Cu1O4.034,18.1
3218,Nb3Ga0.67Al0.33,18.1
3431,Nb3Sn0.95Ge0.05,18.1
3529,Nb3Al0.967Se0.033,18.1
4723,Nb2.7Zr0.3Sn1,18.1
5365,Nb3Ga0.65Al0.35,18.1
5680,Al0.9Nb3Sb0.1,18.06
1831,Sm1.85Ce0.15Cu1O4,18.05714286
5398,Pr1.85Ce0.15Cu0.98Zn0.02O4.065,18.01
79,La1.78Sr0.22Cu0.993Zn0.007O4,18
1058,Sr0.8Eu0.2Fe1.78Co0.22As2,18
1339,La1Fe1As1F0.06O0.94,18
1362,Y0.4Pr0.6Ba1Sr1Cu3O6.92,18
1400,Sr0.81Nd0.19Cu1O2,18
1438,Ba0.698Na0.302Fe2As2,18
1466,Nb3Al0.952Se0.048,18
1519,La1.59Na0.41Cu1O4,18
1736,Ca1.9K0.1Cu1Cl2O2,18
1800,Y1Ba2Cu2.95Zn0.05O6.47,18
2486,Nb3Sn0.96Al0.04,18
2972,Sm1Fe0.94Ir0.06As1O1,18
3019,Mg0.88Ir0.12B2,18
3415,Nb2.985Hf0.015Al1,18
3553,Bi2Sr1.8La0.2Cu1O6.3,18
3617,Nb2.97W0.03Al1,18
4152,Al0.05Nb3Sn0.95,18
4165,Ba0.79K0.21Fe2As2,18
4291,Nb3Sn0.9Ge0.1,18
4454,Ba0.694K0.306Fe1.826Co0.174As2,18
4925,Y0.9Ca0.1Ba2Cu2.55Co0.45O7.02,18
4957,Nd1.85Ce0.15Cu0.995Zn0.005O4,18
5020,La1.77Sr0.23Cu0.995Zn0.005O4,18
5128,Nb3Sn0.94Al0.06,18
5251,Nb2.7Ta0.3Sn1,18
5449,La1.77Sr0.23Cu0.99Ni0.01O4,18
5590,Bi2Sr2Ca0.5Y0.5Cu2O8.36,18
5032,As0.15Nb3Sn0.85,17.98
757,Al0.215Nb0.785,17.97
1733,Nb3Ge0.1Sn0.9,17.97
281,Nb2.85Ti0.15Sn1,17.9
402,Nb3Sn0.98Al0.02,17.9
771,Nb3Sn0.92Al0.08,17.9
1185,Nb2.55Zr0.45Sn1,17.9
5645,Nb1C0.5N0.5,17.9
105,Y1Ba1.9La0.1Cu3.93Zn0.07O8,17.8
157,Nb3Si0.06Sn0.94,17.8
744,La1Fe1As1H0.21O0.79,17.8
888,Nb3Al0.94Se0.06,17.8
1646,C0.25N0.75Nb0.85Ti0.15,17.8
1685,Sm1Fe1As0.85P0.15F0.12O0.88,17.8
2193,Nb2.75Sn1Ta0.25,17.8
2725,Ba1Fe1.808Rh0.192As2,17.8
3038,C0.35N0.65Nb1,17.8
3132,Nb3Sn0.8In0.2,17.8
3260,Y1Ba2Cu2.95Fe0.05O6.55,17.8
4710,Nb3Al0.8B0.2,17.8
5368,Nb3Sn0.91Al0.09,17.8
5566,Nb2.75Ta0.25Sn1,17.8
1075,Nb3Sn0.8Ge0.2,17.78333333
301,La1Fe0.7Ru0.3As1F0.11O0.89,17.75
662,Nb1C0.3N0.7,17.75
4743,Ca1Fe1.888Co0.112As2,17.75
2456,Nb0.5Sn0.5,17.705
434,Nb2.34Zr0.66Sn1,17.7
1189,Nb1N0.98O0.02,17.7
1585,Sm1Fe0.8Ru0.2As1F0.15O0.85,17.7
1625,Al0.9Ga0.1Nb3,17.7
1635,Nb2.976Ti0.024Al1,17.7
3172,Nb3Al0.8Zn0.2,17.7
3583,Nb2.934V0.066Sn1,17.7
3616,La1.76Sr0.24Cu1O4,17.7
3915,Nb2.94Ta0.06Al1,17.7
4603,Nb2.1Zr0.9Sn1,17.7
5354,Ca1Fe1.9Co0.1As2,17.7
2733,La1.885Sr0.115Cu0.995Zn0.005O4,17.64
480,Nb2.9925Zr0.0075Al1,17.6
1113,Mg1B1.736C0.264,17.6
1469,La1Fe0.75Ru0.25As1F0.11O0.89,17.6
1544,Nb3Al0.924Se0.076,17.6
2818,Nb3Al0.9Se0.1,17.6
4043,Nb2.5Sn1Ta0.5,17.6
4469,Nb1C0.2N0.8,17.6
4799,Sr2Y1Ru0.92Cu0.08O6,17.6
4826,Nb2.5Ta0.5Sn1,17.6
5142,Gd1Fe0.8Ir0.2As1O1,17.6
5485,Nb3Al0.81Ge0.19,17.6
2647,Ba1Fe1.906Co0.094As2,17.46428571
440,Pr1Fe1As0.4P0.6F0.1O0.9,17.4
2374,Nb2.97Zr0.03Al1,17.4
4722,Nb3Sn0.8Ga0.2,17.4
189,Sm1Fe0.84Ir0.16As1O1,17.3
286,Nb1C0.5Ni0.5,17.3
580,Bi1.2Pb0.8Sr1.6La0.4Cu1O6.014,17.3
832,N0.998Nb1O0.002,17.3
941,Nd1.85Ce0.15Cu0.998Ni0.002O4,17.3
2308,Nb2.4Ta0.6Sn1,17.3
3215,Nb3Al0.67Zn0.33,17.3
124,Nb2.859V0.141Al1,17.2
862,Nb3Al0.62Ge0.38,17.2
1813,Nb1N0.87O0.13,17.2
2258,C0.026N0.974Nb1,17.2
2286,La1.93Sr0.07Cu1O4,17.2
2922,Sr1Fe1.2Ru0.8As2,17.2
3023,Nb2.94W0.06Al1,17.2
4012,Ca1Fe1.87Co0.13As2,17.2
593,Nb2.85V0.15Sn1,17.1
2801,Ba1Fe1.904Co0.096As2,17.1
3096,Nb3Ga0.85Al0.15,17.1
5510,Ca1Fe1.8Co0.2As2,17.1
2538,Nb3Sb0.1Sn0.9,17.04
145,La1.83Sr0.17Cu0.98Co0.02O4,17
358,Ca0.64Na0.36Fe2As2,17
420,Hf0.33Nb0.67,17
470,C1.55Th0.3Y0.7,17
1492,Bi2Sr1.6Sm0.4Cu1O6.3,17
1620,Y0.4Pr0.6Ba1.25Sr0.75Cu3O6.92,17
2093,Gd1Ba1.5Sr0.5Cu3O6.63,17
3135,Nb3Al0.8Be0.2,17
3538,Y1Ba2Cu2.919Zn0.081O6.7,17
3982,La1.9Ba0.1Cu0.99Ni0.01O4,17
4450,Ba1Fe1.93Ni0.07As2,17
5149,Ba0.797K0.203Fe2As2,17
5644,Sm1Fe1As0.55P0.45H0.26O0.74,17
3750,Nb1C0.9N0.1,16.97
2269,Si0.3V0.7,16.95
2782,Y1Ba2Cu2.7Co0.3O6.93,16.9
3278,Al0.25V0.75,16.9
1040,Nb3Sn0.8Al0.2,16.85
4825,Si0.25V0.75,16.83714286
385,La1Nd0.87Ce0.13Cu1O3.975,16.8
1525,Sr1Fe1.3Ru0.7As2,16.8
3008,Nd0.9Pr0.1Ba2Cu3O6.65,16.8
4348,Nb2.85Ta0.15Al1,16.8
5471,Ca1Fe1.854Co0.146As2,16.8
3102,La1.78Sr0.22Cu0.99Zn0.01O4,16.76666667
5223,Pr1.85Ce0.15Cu1O4.065,16.75
589,Nb0.89Al0.11N0.84O0.16,16.7
4314,Ba1Fe1.982Mo0.018As2,16.7
443,Nb2.973Zr0.027Al1,16.6
4623,P0.2Si0.8V3,16.6
5252,Nb3Sn0.5Zr0.5,16.6
5292,V3Si0.99Be0.01,16.6
3914,Nb0.95Mg0.05N0.92O0.08,16.53333333
504,Nb3Sn0.65Ga0.35,16.5
836,Pr0.65Sr0.35Fe1As1O1,16.5
1809,Sm1Fe0.875Ir0.125As1O1,16.5
3572,Ba1Fe1.77Co0.23As2,16.5
4142,Nd1.85Ce0.15Cu0.995Fe0.005O4,16.5
4168,Nb2.919Hf0.081Al1,16.5
4266,Nb3Sn0.8Sb0.2,16.5
1209,V2.994La0.006Si1,16.48
2660,La0.006Si1V2.994,16.48
603,Nb3Sn0.5Ga0.5,16.4
1967,Nb2Sn1Ta1,16.4
2598,Nb2Ta1Sn1,16.4
2732,Nb3Ga0.5Zn0.5,16.4
3234,Nb3Si0.25Sn0.75,16.4
3519,Ba1Fe1.94Pd0.06As2,16.4
4248,Nb3Ga0.5Sn0.5,16.4
4297,V2.979Co0.021Si1,16.4
4928,Nb2.7Ti0.3Sn1,16.4
5174,Nb3Sn0.49Ga0.51,16.4
5399,Sm1.844Ce0.156Cu1O4,16.4
1743,Sr1Fe1.75Pt0.25As2,16.3
1854,Ga0.3Nb0.7,16.3
2424,Ba1Fe1.988Mo0.012As2,16.3
2715,Y0.65Pr0.35Ba2Cu3O6.85,16.3
3787,Nb3Ga0.65Sn0.35,16.3
4555,Na1Fe0.95Co0.05As1,16.3
4655,Bi1Pb1Sr1.5La0.5Cu1O6,16.3
4727,Nb3Ga0.65Zn0.35,16.3
819,Mn0.03Si1V2.97,16.25
3832,V2.97Mn0.03Si1,16.25
5093,Pr1.85Ce0.15Cu1O4.175,16.25
5379,Pr0.75Sr0.25Fe1As1O1,16.25
2342,Ba1Fe1.78Co0.22As2,16.23
20,Nb3Ga0.8Sn0.2,16.2
174,Sr0.54Eu0.46Fe1.78Co0.22As2,16.2
1134,Y1Ba1.8La0.2Cu3.97Zn0.03O8,16.2
2131,Nb3Ga0.8Zn0.2,16.2
4054,Nb3Sn0.5Al0.5,16.2
4192,In0.2Si0.8V3,16.2
4965,Lu0.98La0.02Ni2B2C1,16.2
1391,V3Si0.98Al0.02,16.12
2198,Al0.1Si0.9V3,16.1
3049,Nb3Sn0.65Ge0.35,16.1
3324,Nb3Sn0.1Al0.9,16.1
4024,Nb3Ga0.9Sn0.1,16.1
4162,La1Fe0.95Co0.05As1F0.11O0.89,16.1
4467,Nb3Ga0.9Zn0.1,16.1
5105,Nd1.84Ce0.16Cu1O3.96,16.1
766,Nb3Al0.5Zn0.5,16
1032,La1.985Sr0.015Cu1O4.024,16
1273,Sm1Fe0.85Ir0.15As1O1,16
1790,Mg1B1.84F0.16,16
1927,Ce1Fe1As0.6P0.4F0.05O0.95,16
2064,Nb3Al0.5Sn0.5,16
2825,Nb2.895W0.105Al1,16
2899,Nb2.9175Ti0.0825Al1,16
3021,V2.97Mo0.03Si1,16
3077,Y1Sr1.55Ba0.45Cu2.5B0.5O7,16
3360,Sm1Fe0.94Mn0.06As1F0.12O0.88,16
3631,La1Nd0.86Ce0.14Cu1O3.978,16
3773,La1.89Na0.11Cu1O4,16
3931,Sr0.2La1.8Cu0.95Co0.05O4,16
4460,Pr1.87Ce0.13Cu1O3.99,16
4997,Nb2.1Ta0.9Sn1,16
5261,Sr1Fe1.84Pt0.16As2,16
5383,Nb3Sn0.6Ga0.4,16
5470,Nb3Al0.67In0.33,16
3811,Sm1Fe0.9Co0.1As1O1,15.96666667
1597,V2.94La0.06Si1,15.92
2933,La0.06Si1V2.94,15.92
116,Nb2.7V0.3Sn1,15.9
1740,La1.8Nd0.2Cu1O4.025,15.9
3620,Sm1Fe0.64Ru0.36As1F0.15O0.85,15.9
3682,Ba1Fe1.922Rh0.078As2,15.9
4237,Pr0.8Sr0.2Fe0.85Co0.15As1O1,15.9
5158,Ba0.76Na0.24Fe2As2,15.9
1562,Ba1Fe1.892Ni0.108As2,15.88
342,Al0.5Nb3Sn0.5,15.8
432,Sr1Fe1.8Pt0.2As2,15.8
697,Y0.9Ca0.1Ba2Cu2.8Zn0.2O6.74,15.8
1766,Na1Fe0.9825Co0.0175As1,15.8
